"","occurrences","kmer_count","chr","feature","group"
"495",25,13,"chr1","2A1","hsat2_A1_B"
"496",26,7,"chr1","2A1","hsat2_A1_B"
"497",27,2,"chr1","2A1","hsat2_A1_B"
"498",28,15,"chr1","2A1","hsat2_A1_B"
"499",29,1,"chr1","2A1","hsat2_A1_B"
"500",30,11,"chr1","2A1","hsat2_A1_B"
"501",31,13,"chr1","2A1","hsat2_A1_B"
"502",32,4,"chr1","2A1","hsat2_A1_B"
"503",33,27,"chr1","2A1","hsat2_A1_B"
"504",34,12,"chr1","2A1","hsat2_A1_B"
"505",35,10,"chr1","2A1","hsat2_A1_B"
"506",36,1,"chr1","2A1","hsat2_A1_B"
"507",37,4,"chr1","2A1","hsat2_A1_B"
"508",39,7,"chr1","2A1","hsat2_A1_B"
"509",40,5,"chr1","2A1","hsat2_A1_B"
"510",41,1,"chr1","2A1","hsat2_A1_B"
"511",42,4,"chr1","2A1","hsat2_A1_B"
"512",49,3,"chr1","2A1","hsat2_A1_B"
"513",52,7,"chr1","2A1","hsat2_A1_B"
"514",55,9,"chr1","2A1","hsat2_A1_B"
"515",71,1,"chr1","2A1","hsat2_A1_B"
"516",72,4,"chr1","2A1","hsat2_A1_B"
"517",82,1,"chr1","2A1","hsat2_A1_B"
"518",84,1,"chr1","2A1","hsat2_A1_B"
"519",85,3,"chr1","2A1","hsat2_A1_B"
"520",86,1,"chr1","2A1","hsat2_A1_B"
"521",90,3,"chr1","2A1","hsat2_A1_B"
"522",91,3,"chr1","2A1","hsat2_A1_B"
"523",93,2,"chr1","2A1","hsat2_A1_B"
"524",97,6,"chr1","2A1","hsat2_A1_B"
"525",98,1,"chr1","2A1","hsat2_A1_B"
"526",101,1,"chr1","2A1","hsat2_A1_B"
"527",102,3,"chr1","2A1","hsat2_A1_B"
"528",103,10,"chr1","2A1","hsat2_A1_B"
"529",104,10,"chr1","2A1","hsat2_A1_B"
"530",105,1,"chr1","2A1","hsat2_A1_B"
"531",106,3,"chr1","2A1","hsat2_A1_B"
"532",107,6,"chr1","2A1","hsat2_A1_B"
"533",108,2,"chr1","2A1","hsat2_A1_B"
"534",109,5,"chr1","2A1","hsat2_A1_B"
"535",110,4,"chr1","2A1","hsat2_A1_B"
"536",111,2,"chr1","2A1","hsat2_A1_B"
"537",112,1,"chr1","2A1","hsat2_A1_B"
"538",113,2,"chr1","2A1","hsat2_A1_B"
"539",114,3,"chr1","2A1","hsat2_A1_B"
"540",116,2,"chr1","2A1","hsat2_A1_B"
"541",118,3,"chr1","2A1","hsat2_A1_B"
"542",124,2,"chr1","2A1","hsat2_A1_B"
"543",125,1,"chr1","2A1","hsat2_A1_B"
"544",128,1,"chr1","2A1","hsat2_A1_B"
"545",129,3,"chr1","2A1","hsat2_A1_B"
"546",130,2,"chr1","2A1","hsat2_A1_B"
"547",133,2,"chr1","2A1","hsat2_A1_B"
"548",134,8,"chr1","2A1","hsat2_A1_B"
"549",135,5,"chr1","2A1","hsat2_A1_B"
"550",136,1,"chr1","2A1","hsat2_A1_B"
"551",137,2,"chr1","2A1","hsat2_A1_B"
"552",138,1,"chr1","2A1","hsat2_A1_B"
"553",139,3,"chr1","2A1","hsat2_A1_B"
"554",140,3,"chr1","2A1","hsat2_A1_B"
"555",141,6,"chr1","2A1","hsat2_A1_B"
"556",142,7,"chr1","2A1","hsat2_A1_B"
"557",143,9,"chr1","2A1","hsat2_A1_B"
"558",144,1,"chr1","2A1","hsat2_A1_B"
"559",145,4,"chr1","2A1","hsat2_A1_B"
"560",146,3,"chr1","2A1","hsat2_A1_B"
"561",147,2,"chr1","2A1","hsat2_A1_B"
"562",148,6,"chr1","2A1","hsat2_A1_B"
"563",149,8,"chr1","2A1","hsat2_A1_B"
"564",150,5,"chr1","2A1","hsat2_A1_B"
"565",151,9,"chr1","2A1","hsat2_A1_B"
"566",152,5,"chr1","2A1","hsat2_A1_B"
"567",153,9,"chr1","2A1","hsat2_A1_B"
"568",154,2,"chr1","2A1","hsat2_A1_B"
"569",155,3,"chr1","2A1","hsat2_A1_B"
"570",156,5,"chr1","2A1","hsat2_A1_B"
"571",157,2,"chr1","2A1","hsat2_A1_B"
"572",158,2,"chr1","2A1","hsat2_A1_B"
"573",159,5,"chr1","2A1","hsat2_A1_B"
"574",160,1,"chr1","2A1","hsat2_A1_B"
"575",161,2,"chr1","2A1","hsat2_A1_B"
"576",162,5,"chr1","2A1","hsat2_A1_B"
"577",163,7,"chr1","2A1","hsat2_A1_B"
"578",164,7,"chr1","2A1","hsat2_A1_B"
"579",165,12,"chr1","2A1","hsat2_A1_B"
"580",166,5,"chr1","2A1","hsat2_A1_B"
"581",167,3,"chr1","2A1","hsat2_A1_B"
"582",168,5,"chr1","2A1","hsat2_A1_B"
"583",170,1,"chr1","2A1","hsat2_A1_B"
"584",171,2,"chr1","2A1","hsat2_A1_B"
"585",172,7,"chr1","2A1","hsat2_A1_B"
"586",173,3,"chr1","2A1","hsat2_A1_B"
"587",174,1,"chr1","2A1","hsat2_A1_B"
"588",177,5,"chr1","2A1","hsat2_A1_B"
"589",178,4,"chr1","2A1","hsat2_A1_B"
"590",179,2,"chr1","2A1","hsat2_A1_B"
"591",180,5,"chr1","2A1","hsat2_A1_B"
"592",181,2,"chr1","2A1","hsat2_A1_B"
"593",182,1,"chr1","2A1","hsat2_A1_B"
"594",183,3,"chr1","2A1","hsat2_A1_B"
"595",184,1,"chr1","2A1","hsat2_A1_B"
"596",185,15,"chr1","2A1","hsat2_A1_B"
"597",186,11,"chr1","2A1","hsat2_A1_B"
"598",187,13,"chr1","2A1","hsat2_A1_B"
"599",188,8,"chr1","2A1","hsat2_A1_B"
"600",189,4,"chr1","2A1","hsat2_A1_B"
"601",191,2,"chr1","2A1","hsat2_A1_B"
"602",192,1,"chr1","2A1","hsat2_A1_B"
"603",193,2,"chr1","2A1","hsat2_A1_B"
"604",194,2,"chr1","2A1","hsat2_A1_B"
"605",195,3,"chr1","2A1","hsat2_A1_B"
"606",196,2,"chr1","2A1","hsat2_A1_B"
"607",197,1,"chr1","2A1","hsat2_A1_B"
"608",198,2,"chr1","2A1","hsat2_A1_B"
"609",199,4,"chr1","2A1","hsat2_A1_B"
"610",200,3,"chr1","2A1","hsat2_A1_B"
"611",201,2,"chr1","2A1","hsat2_A1_B"
"612",202,5,"chr1","2A1","hsat2_A1_B"
"613",203,5,"chr1","2A1","hsat2_A1_B"
"614",209,2,"chr1","2A1","hsat2_A1_B"
"615",237,1,"chr1","2A1","hsat2_A1_B"
"616",239,2,"chr1","2A1","hsat2_A1_B"
"617",240,2,"chr1","2A1","hsat2_A1_B"
"618",241,1,"chr1","2A1","hsat2_A1_B"
"619",248,1,"chr1","2A1","hsat2_A1_B"
"620",250,3,"chr1","2A1","hsat2_A1_B"
"621",254,2,"chr1","2A1","hsat2_A1_B"
"622",255,2,"chr1","2A1","hsat2_A1_B"
"623",256,1,"chr1","2A1","hsat2_A1_B"
"624",257,1,"chr1","2A1","hsat2_A1_B"
"625",258,6,"chr1","2A1","hsat2_A1_B"
"626",259,2,"chr1","2A1","hsat2_A1_B"
"627",263,1,"chr1","2A1","hsat2_A1_B"
"628",266,1,"chr1","2A1","hsat2_A1_B"
"629",267,1,"chr1","2A1","hsat2_A1_B"
"630",268,1,"chr1","2A1","hsat2_A1_B"
"631",269,1,"chr1","2A1","hsat2_A1_B"
"632",271,1,"chr1","2A1","hsat2_A1_B"
"633",272,1,"chr1","2A1","hsat2_A1_B"
"634",273,1,"chr1","2A1","hsat2_A1_B"
"635",276,1,"chr1","2A1","hsat2_A1_B"
"636",278,1,"chr1","2A1","hsat2_A1_B"
"637",281,1,"chr1","2A1","hsat2_A1_B"
"638",282,1,"chr1","2A1","hsat2_A1_B"
"639",283,1,"chr1","2A1","hsat2_A1_B"
"640",284,2,"chr1","2A1","hsat2_A1_B"
"641",286,2,"chr1","2A1","hsat2_A1_B"
"642",287,2,"chr1","2A1","hsat2_A1_B"
"643",290,3,"chr1","2A1","hsat2_A1_B"
"644",291,2,"chr1","2A1","hsat2_A1_B"
"645",292,1,"chr1","2A1","hsat2_A1_B"
"646",297,1,"chr1","2A1","hsat2_A1_B"
"647",301,1,"chr1","2A1","hsat2_A1_B"
"648",305,2,"chr1","2A1","hsat2_A1_B"
"649",309,2,"chr1","2A1","hsat2_A1_B"
"650",310,1,"chr1","2A1","hsat2_A1_B"
"651",312,1,"chr1","2A1","hsat2_A1_B"
"652",318,2,"chr1","2A1","hsat2_A1_B"
"653",320,1,"chr1","2A1","hsat2_A1_B"
"654",0,1438,"chr10","2A1","hsat2_A1_B"
"655",0,1438,"chr11","2A1","hsat2_A1_B"
"656",0,1438,"chr12","2A1","hsat2_A1_B"
"657",0,1438,"chr13","2A1","hsat2_A1_B"
"658",0,1438,"chr14","2A1","hsat2_A1_B"
"659",0,1438,"chr15","2A1","hsat2_A1_B"
"660",0,1438,"chr16","2A1","hsat2_A1_B"
"661",0,1438,"chr17","2A1","hsat2_A1_B"
"662",0,1438,"chr18","2A1","hsat2_A1_B"
"663",0,1438,"chr19","2A1","hsat2_A1_B"
"664",0,1438,"chr2","2A1","hsat2_A1_B"
"665",0,1438,"chr20","2A1","hsat2_A1_B"
"666",0,1438,"chr21","2A1","hsat2_A1_B"
"667",0,1438,"chr22","2A1","hsat2_A1_B"
"668",0,1438,"chr3","2A1","hsat2_A1_B"
"669",0,1438,"chr4","2A1","hsat2_A1_B"
"670",0,1438,"chr5","2A1","hsat2_A1_B"
"671",0,1438,"chr6","2A1","hsat2_A1_B"
"672",0,1438,"chr7","2A1","hsat2_A1_B"
"673",0,1438,"chr8","2A1","hsat2_A1_B"
"674",0,1438,"chr9","2A1","hsat2_A1_B"
"675",0,1438,"chrX","2A1","hsat2_A1_B"
"676",0,1438,"chrY","2A1","hsat2_A1_B"
"677",0,245,"chr1","2A2","hsat2_A1_B"
"678",1,34,"chr1","2A2","hsat2_A1_B"
"679",2,72,"chr1","2A2","hsat2_A1_B"
"680",3,36,"chr1","2A2","hsat2_A1_B"
"681",4,46,"chr1","2A2","hsat2_A1_B"
"682",5,33,"chr1","2A2","hsat2_A1_B"
"683",6,9,"chr1","2A2","hsat2_A1_B"
"684",7,5,"chr1","2A2","hsat2_A1_B"
"685",8,14,"chr1","2A2","hsat2_A1_B"
"686",9,23,"chr1","2A2","hsat2_A1_B"
"687",10,9,"chr1","2A2","hsat2_A1_B"
"688",11,22,"chr1","2A2","hsat2_A1_B"
"689",12,1,"chr1","2A2","hsat2_A1_B"
"690",13,11,"chr1","2A2","hsat2_A1_B"
"691",14,11,"chr1","2A2","hsat2_A1_B"
"692",15,23,"chr1","2A2","hsat2_A1_B"
"693",16,1,"chr1","2A2","hsat2_A1_B"
"694",17,7,"chr1","2A2","hsat2_A1_B"
"695",18,12,"chr1","2A2","hsat2_A1_B"
"696",19,15,"chr1","2A2","hsat2_A1_B"
"697",20,3,"chr1","2A2","hsat2_A1_B"
"698",21,3,"chr1","2A2","hsat2_A1_B"
"699",22,12,"chr1","2A2","hsat2_A1_B"
"700",23,25,"chr1","2A2","hsat2_A1_B"
"701",24,7,"chr1","2A2","hsat2_A1_B"
"702",25,6,"chr1","2A2","hsat2_A1_B"
"703",26,11,"chr1","2A2","hsat2_A1_B"
"704",27,7,"chr1","2A2","hsat2_A1_B"
"705",28,9,"chr1","2A2","hsat2_A1_B"
"706",29,13,"chr1","2A2","hsat2_A1_B"
"707",30,13,"chr1","2A2","hsat2_A1_B"
"708",31,2,"chr1","2A2","hsat2_A1_B"
"709",32,7,"chr1","2A2","hsat2_A1_B"
"710",33,1,"chr1","2A2","hsat2_A1_B"
"711",34,1,"chr1","2A2","hsat2_A1_B"
"712",35,3,"chr1","2A2","hsat2_A1_B"
"713",36,5,"chr1","2A2","hsat2_A1_B"
"714",37,5,"chr1","2A2","hsat2_A1_B"
"715",38,3,"chr1","2A2","hsat2_A1_B"
"716",39,2,"chr1","2A2","hsat2_A1_B"
"717",40,1,"chr1","2A2","hsat2_A1_B"
"718",42,1,"chr1","2A2","hsat2_A1_B"
"719",43,3,"chr1","2A2","hsat2_A1_B"
"720",44,1,"chr1","2A2","hsat2_A1_B"
"721",0,773,"chr10","2A2","hsat2_A1_B"
"722",0,773,"chr11","2A2","hsat2_A1_B"
"723",0,773,"chr12","2A2","hsat2_A1_B"
"724",0,773,"chr13","2A2","hsat2_A1_B"
"725",0,773,"chr14","2A2","hsat2_A1_B"
"726",0,773,"chr15","2A2","hsat2_A1_B"
"727",0,773,"chr16","2A2","hsat2_A1_B"
"728",0,773,"chr17","2A2","hsat2_A1_B"
"729",0,773,"chr18","2A2","hsat2_A1_B"
"730",0,773,"chr19","2A2","hsat2_A1_B"
"731",0,773,"chr2","2A2","hsat2_A1_B"
"732",0,773,"chr20","2A2","hsat2_A1_B"
"733",0,773,"chr21","2A2","hsat2_A1_B"
"734",0,773,"chr22","2A2","hsat2_A1_B"
"735",0,773,"chr3","2A2","hsat2_A1_B"
"736",0,773,"chr4","2A2","hsat2_A1_B"
"737",0,773,"chr5","2A2","hsat2_A1_B"
"738",0,773,"chr6","2A2","hsat2_A1_B"
"739",0,773,"chr7","2A2","hsat2_A1_B"
"740",0,773,"chr8","2A2","hsat2_A1_B"
"741",0,773,"chr9","2A2","hsat2_A1_B"
"742",0,773,"chrX","2A2","hsat2_A1_B"
"743",0,773,"chrY","2A2","hsat2_A1_B"
"744",0,6352,"chr1","2B","hsat2_A1_B"
"745",1,375,"chr1","2B","hsat2_A1_B"
"746",2,113,"chr1","2B","hsat2_A1_B"
"747",3,61,"chr1","2B","hsat2_A1_B"
"748",4,13,"chr1","2B","hsat2_A1_B"
"749",5,4,"chr1","2B","hsat2_A1_B"
"750",6,5,"chr1","2B","hsat2_A1_B"
"751",7,11,"chr1","2B","hsat2_A1_B"
"752",8,8,"chr1","2B","hsat2_A1_B"
"753",0,6942,"chr10","2B","hsat2_A1_B"
"754",0,6942,"chr11","2B","hsat2_A1_B"
"755",0,6942,"chr12","2B","hsat2_A1_B"
"756",0,6942,"chr13","2B","hsat2_A1_B"
"757",0,6942,"chr14","2B","hsat2_A1_B"
"758",0,6942,"chr15","2B","hsat2_A1_B"
"759",0,6942,"chr16","2B","hsat2_A1_B"
"760",0,6942,"chr17","2B","hsat2_A1_B"
"761",0,6942,"chr18","2B","hsat2_A1_B"
"762",0,6942,"chr19","2B","hsat2_A1_B"
"763",0,6942,"chr2","2B","hsat2_A1_B"
"764",0,6942,"chr20","2B","hsat2_A1_B"
"765",0,6942,"chr21","2B","hsat2_A1_B"
"766",0,6942,"chr22","2B","hsat2_A1_B"
"767",0,6942,"chr3","2B","hsat2_A1_B"
"768",0,6942,"chr4","2B","hsat2_A1_B"
"769",0,6942,"chr5","2B","hsat2_A1_B"
"770",0,6942,"chr6","2B","hsat2_A1_B"
"771",0,6942,"chr7","2B","hsat2_A1_B"
"772",0,6942,"chr8","2B","hsat2_A1_B"
"773",0,6942,"chr9","2B","hsat2_A1_B"
"774",0,6942,"chrX","2B","hsat2_A1_B"
"775",0,6942,"chrY","2B","hsat2_A1_B"
"776",0,445,"chr1","3A1","hsat2_A1_B"
"777",1,1,"chr1","3A1","hsat2_A1_B"
"778",0,446,"chr10","3A1","hsat2_A1_B"
"779",0,446,"chr11","3A1","hsat2_A1_B"
"780",0,446,"chr12","3A1","hsat2_A1_B"
"781",0,446,"chr13","3A1","hsat2_A1_B"
"782",0,446,"chr14","3A1","hsat2_A1_B"
"783",0,446,"chr15","3A1","hsat2_A1_B"
"784",0,446,"chr16","3A1","hsat2_A1_B"
"785",0,446,"chr17","3A1","hsat2_A1_B"
"786",0,446,"chr18","3A1","hsat2_A1_B"
"787",0,446,"chr19","3A1","hsat2_A1_B"
"788",0,446,"chr2","3A1","hsat2_A1_B"
"789",0,446,"chr20","3A1","hsat2_A1_B"
"790",0,446,"chr21","3A1","hsat2_A1_B"
"791",0,446,"chr22","3A1","hsat2_A1_B"
"792",0,446,"chr3","3A1","hsat2_A1_B"
"793",0,446,"chr4","3A1","hsat2_A1_B"
"794",0,446,"chr5","3A1","hsat2_A1_B"
"795",0,446,"chr6","3A1","hsat2_A1_B"
"796",0,446,"chr7","3A1","hsat2_A1_B"
"797",0,446,"chr8","3A1","hsat2_A1_B"
"798",0,446,"chr9","3A1","hsat2_A1_B"
"799",0,446,"chrX","3A1","hsat2_A1_B"
"800",0,446,"chrY","3A1","hsat2_A1_B"
"801",0,756,"chr1","3A2","hsat2_A1_B"
"802",0,756,"chr10","3A2","hsat2_A1_B"
"803",0,756,"chr11","3A2","hsat2_A1_B"
"804",0,756,"chr12","3A2","hsat2_A1_B"
"805",0,756,"chr13","3A2","hsat2_A1_B"
"806",0,756,"chr14","3A2","hsat2_A1_B"
"807",0,756,"chr15","3A2","hsat2_A1_B"
"808",0,756,"chr16","3A2","hsat2_A1_B"
"809",0,756,"chr17","3A2","hsat2_A1_B"
"810",0,756,"chr18","3A2","hsat2_A1_B"
"811",0,756,"chr19","3A2","hsat2_A1_B"
"812",0,756,"chr2","3A2","hsat2_A1_B"
"813",0,756,"chr20","3A2","hsat2_A1_B"
"814",0,756,"chr21","3A2","hsat2_A1_B"
"815",0,756,"chr22","3A2","hsat2_A1_B"
"816",0,756,"chr3","3A2","hsat2_A1_B"
"817",0,756,"chr4","3A2","hsat2_A1_B"
"818",0,756,"chr5","3A2","hsat2_A1_B"
"819",0,756,"chr6","3A2","hsat2_A1_B"
"820",0,756,"chr7","3A2","hsat2_A1_B"
"821",0,756,"chr8","3A2","hsat2_A1_B"
"822",0,756,"chr9","3A2","hsat2_A1_B"
"823",0,756,"chrX","3A2","hsat2_A1_B"
"824",0,756,"chrY","3A2","hsat2_A1_B"
"825",0,6554,"chr1","3A3","hsat2_A1_B"
"826",0,6554,"chr10","3A3","hsat2_A1_B"
"827",0,6554,"chr11","3A3","hsat2_A1_B"
"828",0,6554,"chr12","3A3","hsat2_A1_B"
"829",0,6554,"chr13","3A3","hsat2_A1_B"
"830",0,6554,"chr14","3A3","hsat2_A1_B"
"831",0,6554,"chr15","3A3","hsat2_A1_B"
"832",0,6554,"chr16","3A3","hsat2_A1_B"
"833",0,6554,"chr17","3A3","hsat2_A1_B"
"834",0,6554,"chr18","3A3","hsat2_A1_B"
"835",0,6554,"chr19","3A3","hsat2_A1_B"
"836",0,6554,"chr2","3A3","hsat2_A1_B"
"837",0,6554,"chr20","3A3","hsat2_A1_B"
"838",0,6554,"chr21","3A3","hsat2_A1_B"
"839",0,6554,"chr22","3A3","hsat2_A1_B"
"840",0,6554,"chr3","3A3","hsat2_A1_B"
"841",0,6554,"chr4","3A3","hsat2_A1_B"
"842",0,6554,"chr5","3A3","hsat2_A1_B"
"843",0,6554,"chr6","3A3","hsat2_A1_B"
"844",0,6554,"chr7","3A3","hsat2_A1_B"
"845",0,6554,"chr8","3A3","hsat2_A1_B"
"846",0,6554,"chr9","3A3","hsat2_A1_B"
"847",0,6554,"chrX","3A3","hsat2_A1_B"
"848",0,6554,"chrY","3A3","hsat2_A1_B"
"849",0,65,"chr1","3A4","hsat2_A1_B"
"850",0,65,"chr10","3A4","hsat2_A1_B"
"851",0,65,"chr11","3A4","hsat2_A1_B"
"852",0,65,"chr12","3A4","hsat2_A1_B"
"853",0,65,"chr13","3A4","hsat2_A1_B"
"854",0,65,"chr14","3A4","hsat2_A1_B"
"855",0,65,"chr15","3A4","hsat2_A1_B"
"856",0,65,"chr16","3A4","hsat2_A1_B"
"857",0,65,"chr17","3A4","hsat2_A1_B"
"858",0,65,"chr18","3A4","hsat2_A1_B"
"859",0,65,"chr19","3A4","hsat2_A1_B"
"860",0,65,"chr2","3A4","hsat2_A1_B"
"861",0,65,"chr20","3A4","hsat2_A1_B"
"862",0,65,"chr21","3A4","hsat2_A1_B"
"863",0,65,"chr22","3A4","hsat2_A1_B"
"864",0,65,"chr3","3A4","hsat2_A1_B"
"865",0,65,"chr4","3A4","hsat2_A1_B"
"866",0,65,"chr5","3A4","hsat2_A1_B"
"867",0,65,"chr6","3A4","hsat2_A1_B"
"868",0,65,"chr7","3A4","hsat2_A1_B"
"869",0,65,"chr8","3A4","hsat2_A1_B"
"870",0,65,"chr9","3A4","hsat2_A1_B"
"871",0,65,"chrX","3A4","hsat2_A1_B"
"872",0,65,"chrY","3A4","hsat2_A1_B"
"873",0,956,"chr1","3A5","hsat2_A1_B"
"874",0,956,"chr10","3A5","hsat2_A1_B"
"875",0,956,"chr11","3A5","hsat2_A1_B"
"876",0,956,"chr12","3A5","hsat2_A1_B"
"877",0,956,"chr13","3A5","hsat2_A1_B"
"878",0,956,"chr14","3A5","hsat2_A1_B"
"879",0,956,"chr15","3A5","hsat2_A1_B"
"880",0,956,"chr16","3A5","hsat2_A1_B"
"881",0,956,"chr17","3A5","hsat2_A1_B"
"882",0,956,"chr18","3A5","hsat2_A1_B"
"883",0,956,"chr19","3A5","hsat2_A1_B"
"884",0,956,"chr2","3A5","hsat2_A1_B"
"885",0,956,"chr20","3A5","hsat2_A1_B"
"886",0,956,"chr21","3A5","hsat2_A1_B"
"887",0,956,"chr22","3A5","hsat2_A1_B"
"888",0,956,"chr3","3A5","hsat2_A1_B"
"889",0,956,"chr4","3A5","hsat2_A1_B"
"890",0,956,"chr5","3A5","hsat2_A1_B"
"891",0,956,"chr6","3A5","hsat2_A1_B"
"892",0,956,"chr7","3A5","hsat2_A1_B"
"893",0,956,"chr8","3A5","hsat2_A1_B"
"894",0,956,"chr9","3A5","hsat2_A1_B"
"895",0,956,"chrX","3A5","hsat2_A1_B"
"896",0,956,"chrY","3A5","hsat2_A1_B"
"897",0,2696,"chr1","3A6","hsat2_A1_B"
"898",0,2696,"chr10","3A6","hsat2_A1_B"
"899",0,2696,"chr11","3A6","hsat2_A1_B"
"900",0,2696,"chr12","3A6","hsat2_A1_B"
"901",0,2696,"chr13","3A6","hsat2_A1_B"
"902",0,2696,"chr14","3A6","hsat2_A1_B"
"903",0,2696,"chr15","3A6","hsat2_A1_B"
"904",0,2696,"chr16","3A6","hsat2_A1_B"
"905",0,2696,"chr17","3A6","hsat2_A1_B"
"906",0,2696,"chr18","3A6","hsat2_A1_B"
"907",0,2696,"chr19","3A6","hsat2_A1_B"
"908",0,2696,"chr2","3A6","hsat2_A1_B"
"909",0,2696,"chr20","3A6","hsat2_A1_B"
"910",0,2696,"chr21","3A6","hsat2_A1_B"
"911",0,2696,"chr22","3A6","hsat2_A1_B"
"912",0,2696,"chr3","3A6","hsat2_A1_B"
"913",0,2696,"chr4","3A6","hsat2_A1_B"
"914",0,2696,"chr5","3A6","hsat2_A1_B"
"915",0,2696,"chr6","3A6","hsat2_A1_B"
"916",0,2696,"chr7","3A6","hsat2_A1_B"
"917",0,2696,"chr8","3A6","hsat2_A1_B"
"918",0,2696,"chr9","3A6","hsat2_A1_B"
"919",0,2696,"chrX","3A6","hsat2_A1_B"
"920",0,2696,"chrY","3A6","hsat2_A1_B"
"921",0,2689,"chr1","3B1","hsat2_A1_B"
"922",0,2689,"chr10","3B1","hsat2_A1_B"
"923",0,2689,"chr11","3B1","hsat2_A1_B"
"924",0,2689,"chr12","3B1","hsat2_A1_B"
"925",0,2689,"chr13","3B1","hsat2_A1_B"
"926",0,2689,"chr14","3B1","hsat2_A1_B"
"927",0,2689,"chr15","3B1","hsat2_A1_B"
"928",0,2689,"chr16","3B1","hsat2_A1_B"
"929",0,2689,"chr17","3B1","hsat2_A1_B"
"930",0,2689,"chr18","3B1","hsat2_A1_B"
"931",0,2689,"chr19","3B1","hsat2_A1_B"
"932",0,2689,"chr2","3B1","hsat2_A1_B"
"933",0,2689,"chr20","3B1","hsat2_A1_B"
"934",0,2689,"chr21","3B1","hsat2_A1_B"
"935",0,2689,"chr22","3B1","hsat2_A1_B"
"936",0,2689,"chr3","3B1","hsat2_A1_B"
"937",0,2689,"chr4","3B1","hsat2_A1_B"
"938",0,2689,"chr5","3B1","hsat2_A1_B"
"939",0,2689,"chr6","3B1","hsat2_A1_B"
"940",0,2689,"chr7","3B1","hsat2_A1_B"
"941",0,2689,"chr8","3B1","hsat2_A1_B"
"942",0,2689,"chr9","3B1","hsat2_A1_B"
"943",0,2689,"chrX","3B1","hsat2_A1_B"
"944",0,2689,"chrY","3B1","hsat2_A1_B"
"945",0,3183,"chr1","3B2","hsat2_A1_B"
"946",0,3183,"chr10","3B2","hsat2_A1_B"
"947",0,3183,"chr11","3B2","hsat2_A1_B"
"948",0,3183,"chr12","3B2","hsat2_A1_B"
"949",0,3183,"chr13","3B2","hsat2_A1_B"
"950",0,3183,"chr14","3B2","hsat2_A1_B"
"951",0,3183,"chr15","3B2","hsat2_A1_B"
"952",0,3183,"chr16","3B2","hsat2_A1_B"
"953",0,3183,"chr17","3B2","hsat2_A1_B"
"954",0,3183,"chr18","3B2","hsat2_A1_B"
"955",0,3183,"chr19","3B2","hsat2_A1_B"
"956",0,3183,"chr2","3B2","hsat2_A1_B"
"957",0,3183,"chr20","3B2","hsat2_A1_B"
"958",0,3183,"chr21","3B2","hsat2_A1_B"
"959",0,3183,"chr22","3B2","hsat2_A1_B"
"960",0,3183,"chr3","3B2","hsat2_A1_B"
"961",0,3183,"chr4","3B2","hsat2_A1_B"
"962",0,3183,"chr5","3B2","hsat2_A1_B"
"963",0,3183,"chr6","3B2","hsat2_A1_B"
"964",0,3183,"chr7","3B2","hsat2_A1_B"
"965",0,3183,"chr8","3B2","hsat2_A1_B"
"966",0,3183,"chr9","3B2","hsat2_A1_B"
"967",0,3183,"chrX","3B2","hsat2_A1_B"
"968",0,3183,"chrY","3B2","hsat2_A1_B"
"969",0,532,"chr1","3B3","hsat2_A1_B"
"970",0,532,"chr10","3B3","hsat2_A1_B"
"971",0,532,"chr11","3B3","hsat2_A1_B"
"972",0,532,"chr12","3B3","hsat2_A1_B"
"973",0,532,"chr13","3B3","hsat2_A1_B"
"974",0,532,"chr14","3B3","hsat2_A1_B"
"975",0,532,"chr15","3B3","hsat2_A1_B"
"976",0,532,"chr16","3B3","hsat2_A1_B"
"977",0,532,"chr17","3B3","hsat2_A1_B"
"978",0,532,"chr18","3B3","hsat2_A1_B"
"979",0,532,"chr19","3B3","hsat2_A1_B"
"980",0,532,"chr2","3B3","hsat2_A1_B"
"981",0,532,"chr20","3B3","hsat2_A1_B"
"982",0,532,"chr21","3B3","hsat2_A1_B"
"983",0,532,"chr22","3B3","hsat2_A1_B"
"984",0,532,"chr3","3B3","hsat2_A1_B"
"985",0,532,"chr4","3B3","hsat2_A1_B"
"986",0,532,"chr5","3B3","hsat2_A1_B"
"987",0,532,"chr6","3B3","hsat2_A1_B"
"988",0,532,"chr7","3B3","hsat2_A1_B"
"989",0,532,"chr8","3B3","hsat2_A1_B"
"990",0,532,"chr9","3B3","hsat2_A1_B"
"991",0,532,"chrX","3B3","hsat2_A1_B"
"992",0,532,"chrY","3B3","hsat2_A1_B"
"993",0,1238,"chr1","3B4","hsat2_A1_B"
"994",0,1238,"chr10","3B4","hsat2_A1_B"
"995",0,1238,"chr11","3B4","hsat2_A1_B"
"996",0,1238,"chr12","3B4","hsat2_A1_B"
"997",0,1238,"chr13","3B4","hsat2_A1_B"
"998",0,1238,"chr14","3B4","hsat2_A1_B"
"999",0,1238,"chr15","3B4","hsat2_A1_B"
"1000",0,1238,"chr16","3B4","hsat2_A1_B"
"1001",0,1238,"chr17","3B4","hsat2_A1_B"
"1002",0,1238,"chr18","3B4","hsat2_A1_B"
"1003",0,1238,"chr19","3B4","hsat2_A1_B"
"1004",0,1238,"chr2","3B4","hsat2_A1_B"
"1005",0,1238,"chr20","3B4","hsat2_A1_B"
"1006",0,1238,"chr21","3B4","hsat2_A1_B"
