"","seqnames","strand","n","type","group","mb"
"527","chr22","-",2723,"fam","scRNA",0.002723
"528","chrX","+",4873,"fam","scRNA",0.004873
"529","chrX","-",6598,"fam","scRNA",0.006598
"530","chrY","+",272,"fam","scRNA",0.000272
"531","chrY","-",247,"fam","scRNA",0.000247
"532","chr1","+",27900,"fam","tRNA",0.0279
"533","chr1","-",16164,"fam","tRNA",0.016164
"534","chr2","+",4280,"fam","tRNA",0.00428
"535","chr2","-",4545,"fam","tRNA",0.004545
"536","chr3","+",3266,"fam","tRNA",0.003266
"537","chr3","-",3431,"fam","tRNA",0.003431
"538","chr4","+",3146,"fam","tRNA",0.003146
"539","chr4","-",2050,"fam","tRNA",0.00205
"540","chr5","+",2882,"fam","tRNA",0.002882
"541","chr5","-",2997,"fam","tRNA",0.002997
"542","chr6","+",10315,"fam","tRNA",0.010315
"543","chr6","-",12400,"fam","tRNA",0.0124
"544","chr7","+",4761,"fam","tRNA",0.004761
"545","chr7","-",3558,"fam","tRNA",0.003558
"546","chr8","+",2026,"fam","tRNA",0.002026
"547","chr8","-",2329,"fam","tRNA",0.002329
"548","chr9","+",1964,"fam","tRNA",0.001964
"549","chr9","-",2303,"fam","tRNA",0.002303
"550","chr10","+",2097,"fam","tRNA",0.002097
"551","chr10","-",2646,"fam","tRNA",0.002646
"552","chr11","+",3251,"fam","tRNA",0.003251
"553","chr11","-",3227,"fam","tRNA",0.003227
"554","chr12","+",2707,"fam","tRNA",0.002707
"555","chr12","-",2115,"fam","tRNA",0.002115
"556","chr13","+",1303,"fam","tRNA",0.001303
"557","chr13","-",1441,"fam","tRNA",0.001441
"558","chr14","+",1954,"fam","tRNA",0.001954
"559","chr14","-",3140,"fam","tRNA",0.00314
"560","chr15","+",1234,"fam","tRNA",0.001234
"561","chr15","-",2056,"fam","tRNA",0.002056
"562","chr16","+",2338,"fam","tRNA",0.002338
"563","chr16","-",1998,"fam","tRNA",0.001998
"564","chr17","+",2825,"fam","tRNA",0.002825
"565","chr17","-",2835,"fam","tRNA",0.002835
"566","chr18","+",703,"fam","tRNA",0.000703
"567","chr18","-",1289,"fam","tRNA",0.001289
"568","chr19","+",1561,"fam","tRNA",0.001561
"569","chr19","-",1556,"fam","tRNA",0.001556
"570","chr20","+",990,"fam","tRNA",0.00099
"571","chr20","-",1221,"fam","tRNA",0.001221
"572","chr21","+",837,"fam","tRNA",0.000837
"573","chr21","-",528,"fam","tRNA",0.000528
"574","chr22","+",782,"fam","tRNA",0.000782
"575","chr22","-",669,"fam","tRNA",0.000669
"576","chrX","+",2482,"fam","tRNA",0.002482
"577","chrX","-",3876,"fam","tRNA",0.003876
"578","chrY","+",382,"fam","tRNA",0.000382
"579","chrY","-",676,"fam","tRNA",0.000676
"580","chrM","+",80,"fam","tRNA",8e-05
"581","chrM","-",146,"fam","tRNA",0.000146
"582","chr1","+",26420,"fam","RC",0.02642
"583","chr1","-",45143,"fam","RC",0.045143
"584","chr2","+",60739,"fam","RC",0.060739
"585","chr2","-",45918,"fam","RC",0.045918
"586","chr3","+",58315,"fam","RC",0.058315
"587","chr3","-",47130,"fam","RC",0.04713
"588","chr4","+",33289,"fam","RC",0.033289
"589","chr4","-",33088,"fam","RC",0.033088
"590","chr5","+",41399,"fam","RC",0.041399
"591","chr5","-",34046,"fam","RC",0.034046
"592","chr6","+",22758,"fam","RC",0.022758
"593","chr6","-",34893,"fam","RC",0.034893
"594","chr7","+",29844,"fam","RC",0.029844
"595","chr7","-",27926,"fam","RC",0.027926
"596","chr8","+",45148,"fam","RC",0.045148
"597","chr8","-",21712,"fam","RC",0.021712
"598","chr9","+",32949,"fam","RC",0.032949
"599","chr9","-",29140,"fam","RC",0.02914
"600","chr10","+",30715,"fam","RC",0.030715
"601","chr10","-",33864,"fam","RC",0.033864
"602","chr11","+",34190,"fam","RC",0.03419
"603","chr11","-",23124,"fam","RC",0.023124
"604","chr12","+",21368,"fam","RC",0.021368
"605","chr12","-",22426,"fam","RC",0.022426
"606","chr13","+",14252,"fam","RC",0.014252
"607","chr13","-",19086,"fam","RC",0.019086
"608","chr14","+",15381,"fam","RC",0.015381
"609","chr14","-",12840,"fam","RC",0.01284
"610","chr15","+",12011,"fam","RC",0.012011
"611","chr15","-",15601,"fam","RC",0.015601
"612","chr16","+",22880,"fam","RC",0.02288
"613","chr16","-",19005,"fam","RC",0.019005
"614","chr17","+",7804,"fam","RC",0.007804
"615","chr17","-",13043,"fam","RC",0.013043
"616","chr18","+",9034,"fam","RC",0.009034
"617","chr18","-",11937,"fam","RC",0.011937
"618","chr19","+",9014,"fam","RC",0.009014
"619","chr19","-",4751,"fam","RC",0.004751
"620","chr20","+",15555,"fam","RC",0.015555
"621","chr20","-",20673,"fam","RC",0.020673
"622","chr21","+",11414,"fam","RC",0.011414
"623","chr21","-",3653,"fam","RC",0.003653
"624","chr22","+",6099,"fam","RC",0.006099
"625","chr22","-",5653,"fam","RC",0.005653
"626","chrX","+",23372,"fam","RC",0.023372
"627","chrX","-",26147,"fam","RC",0.026147
"628","chrY","+",7049,"fam","RC",0.007049
"629","chrY","-",6943,"fam","RC",0.006943
"630","chr1","-",10228,"fam","DNA?",0.010228
"631","chr2","-",7878,"fam","DNA?",0.007878
"632","chr3","-",3250,"fam","DNA?",0.00325
"633","chr4","-",1311,"fam","DNA?",0.001311
"634","chr5","-",5723,"fam","DNA?",0.005723
"635","chr6","-",3374,"fam","DNA?",0.003374
"636","chr7","-",1629,"fam","DNA?",0.001629
"637","chr8","-",1789,"fam","DNA?",0.001789
"638","chr9","-",721,"fam","DNA?",0.000721
"639","chr10","-",9839,"fam","DNA?",0.009839
"640","chr11","-",3454,"fam","DNA?",0.003454
"641","chr12","-",2498,"fam","DNA?",0.002498
"642","chr13","-",2329,"fam","DNA?",0.002329
"643","chr14","-",4987,"fam","DNA?",0.004987
"644","chr15","-",642,"fam","DNA?",0.000642
"645","chr16","-",3200,"fam","DNA?",0.0032
"646","chr17","-",4008,"fam","DNA?",0.004008
"647","chr18","-",3805,"fam","DNA?",0.003805
"648","chr21","-",1632,"fam","DNA?",0.001632
"649","chr22","-",247,"fam","DNA?",0.000247
"650","chrX","-",4654,"fam","DNA?",0.004654
"651","chr1","+",83378578,"subfam","LINE/L1",83.378578
"652","chr1","-",85726341,"subfam","LINE/L1",85.726341
"653","chr2","+",96843350,"subfam","LINE/L1",96.84335
"654","chr2","-",100457707,"subfam","LINE/L1",100.457707
"655","chr3","+",81130716,"subfam","LINE/L1",81.130716
"656","chr3","-",81548552,"subfam","LINE/L1",81.548552
"657","chr4","+",75776956,"subfam","LINE/L1",75.776956
"658","chr4","-",78379240,"subfam","LINE/L1",78.37924
"659","chr5","+",73312069,"subfam","LINE/L1",73.312069
"660","chr5","-",75118926,"subfam","LINE/L1",75.118926
"661","chr6","+",69033598,"subfam","LINE/L1",69.033598
"662","chr6","-",69992905,"subfam","LINE/L1",69.992905
"663","chr7","+",64063265,"subfam","LINE/L1",64.063265
"664","chr7","-",65121865,"subfam","LINE/L1",65.121865
"665","chr8","+",58925220,"subfam","LINE/L1",58.92522
"666","chr8","-",59957207,"subfam","LINE/L1",59.957207
"667","chr9","+",50744195,"subfam","LINE/L1",50.744195
"668","chr9","-",51189062,"subfam","LINE/L1",51.189062
"669","chr10","+",53274748,"subfam","LINE/L1",53.274748
"670","chr10","-",54442349,"subfam","LINE/L1",54.442349
"671","chr11","+",51255340,"subfam","LINE/L1",51.25534
"672","chr11","-",51813878,"subfam","LINE/L1",51.813878
"673","chr12","+",51423233,"subfam","LINE/L1",51.423233
"674","chr12","-",52107589,"subfam","LINE/L1",52.107589
"675","chr13","+",43438406,"subfam","LINE/L1",43.438406
"676","chr13","-",43590430,"subfam","LINE/L1",43.59043
"677","chr14","+",37839420,"subfam","LINE/L1",37.83942
"678","chr14","-",38687485,"subfam","LINE/L1",38.687485
"679","chr15","+",36683613,"subfam","LINE/L1",36.683613
"680","chr15","-",36442919,"subfam","LINE/L1",36.442919
"681","chr16","+",31347495,"subfam","LINE/L1",31.347495
"682","chr16","-",32344690,"subfam","LINE/L1",32.34469
"683","chr17","+",29193799,"subfam","LINE/L1",29.193799
"684","chr17","-",29038239,"subfam","LINE/L1",29.038239
"685","chr18","+",30873859,"subfam","LINE/L1",30.873859
"686","chr18","-",31307230,"subfam","LINE/L1",31.30723
"687","chr19","+",19778580,"subfam","LINE/L1",19.77858
"688","chr19","-",20346754,"subfam","LINE/L1",20.346754
"689","chr20","+",24384101,"subfam","LINE/L1",24.384101
"690","chr20","-",26390175,"subfam","LINE/L1",26.390175
"691","chr21","+",16759178,"subfam","LINE/L1",16.759178
"692","chr21","-",15851491,"subfam","LINE/L1",15.851491
"693","chr22","+",14726767,"subfam","LINE/L1",14.726767
"694","chr22","-",15136794,"subfam","LINE/L1",15.136794
"695","chrX","+",77272407,"subfam","LINE/L1",77.272407
"696","chrX","-",78317066,"subfam","LINE/L1",78.317066
"697","chrY","+",10772731,"subfam","LINE/L1",10.772731
"698","chrY","-",11647446,"subfam","LINE/L1",11.647446
"699","chr1","+",11997,"subfam","Satellite/subtelo",0.011997
"700","chr1","-",8898,"subfam","Satellite/subtelo",0.008898
"701","chr2","+",18574,"subfam","Satellite/subtelo",0.018574
"702","chr2","-",12498,"subfam","Satellite/subtelo",0.012498
"703","chr3","+",1992,"subfam","Satellite/subtelo",0.001992
"704","chr3","-",3404,"subfam","Satellite/subtelo",0.003404
"705","chr4","+",5773,"subfam","Satellite/subtelo",0.005773
"706","chr4","-",7161,"subfam","Satellite/subtelo",0.007161
"707","chr5","+",2141,"subfam","Satellite/subtelo",0.002141
"708","chr5","-",2156,"subfam","Satellite/subtelo",0.002156
"709","chr6","+",6179,"subfam","Satellite/subtelo",0.006179
"710","chr6","-",3409,"subfam","Satellite/subtelo",0.003409
"711","chr7","+",1905,"subfam","Satellite/subtelo",0.001905
"712","chr7","-",4270,"subfam","Satellite/subtelo",0.00427
"713","chr8","-",2042,"subfam","Satellite/subtelo",0.002042
"714","chr9","+",23463,"subfam","Satellite/subtelo",0.023463
"715","chr9","-",20541,"subfam","Satellite/subtelo",0.020541
"716","chr10","+",4420,"subfam","Satellite/subtelo",0.00442
"717","chr10","-",6455,"subfam","Satellite/subtelo",0.006455
"718","chr11","+",2747,"subfam","Satellite/subtelo",0.002747
"719","chr11","-",3436,"subfam","Satellite/subtelo",0.003436
"720","chr12","+",2105,"subfam","Satellite/subtelo",0.002105
"721","chr12","-",3635,"subfam","Satellite/subtelo",0.003635
"722","chr13","+",6258,"subfam","Satellite/subtelo",0.006258
"723","chr13","-",8306,"subfam","Satellite/subtelo",0.008306
"724","chr14","+",8261,"subfam","Satellite/subtelo",0.008261
"725","chr14","-",11239,"subfam","Satellite/subtelo",0.011239
"726","chr15","+",10229,"subfam","Satellite/subtelo",0.010229
"727","chr15","-",11337,"subfam","Satellite/subtelo",0.011337
"728","chr16","+",5760,"subfam","Satellite/subtelo",0.00576
"729","chr16","-",8899,"subfam","Satellite/subtelo",0.008899
"730","chr17","+",1764,"subfam","Satellite/subtelo",0.001764
"731","chr17","-",1996,"subfam","Satellite/subtelo",0.001996
"732","chr18","+",4233,"subfam","Satellite/subtelo",0.004233
"733","chr18","-",13559,"subfam","Satellite/subtelo",0.013559
"734","chr19","+",1875,"subfam","Satellite/subtelo",0.001875
"735","chr19","-",3382,"subfam","Satellite/subtelo",0.003382
"736","chr20","+",6032,"subfam","Satellite/subtelo",0.006032
"737","chr20","-",5498,"subfam","Satellite/subtelo",0.005498
"738","chr21","+",10787,"subfam","Satellite/subtelo",0.010787
"739","chr21","-",10541,"subfam","Satellite/subtelo",0.010541
"740","chr22","+",8388,"subfam","Satellite/subtelo",0.008388
"741","chr22","-",11892,"subfam","Satellite/subtelo",0.011892
"742","chrX","+",2127,"subfam","Satellite/subtelo",0.002127
"743","chrX","-",4277,"subfam","Satellite/subtelo",0.004277
"744","chrY","+",13602,"subfam","Satellite/subtelo",0.013602
"745","chrY","-",12436,"subfam","Satellite/subtelo",0.012436
"746","chr1","+",6252816,"subfam","LTR/ERV1",6.252816
"747","chr1","-",6006039,"subfam","LTR/ERV1",6.006039
"748","chr2","+",5650486,"subfam","LTR/ERV1",5.650486
"749","chr2","-",5650259,"subfam","LTR/ERV1",5.650259
"750","chr3","+",4921881,"subfam","LTR/ERV1",4.921881
"751","chr3","-",5173594,"subfam","LTR/ERV1",5.173594
"752","chr4","+",5699771,"subfam","LTR/ERV1",5.699771
"753","chr4","-",5376526,"subfam","LTR/ERV1",5.376526
"754","chr5","+",4301793,"subfam","LTR/ERV1",4.301793
"755","chr5","-",4424100,"subfam","LTR/ERV1",4.4241
"756","chr6","+",4312496,"subfam","LTR/ERV1",4.312496
"757","chr6","-",4337481,"subfam","LTR/ERV1",4.337481
"758","chr7","+",4102438,"subfam","LTR/ERV1",4.102438
"759","chr7","-",4291239,"subfam","LTR/ERV1",4.291239
"760","chr8","+",3724092,"subfam","LTR/ERV1",3.724092
"761","chr8","-",3914178,"subfam","LTR/ERV1",3.914178
"762","chr9","+",2954221,"subfam","LTR/ERV1",2.954221
"763","chr9","-",2832991,"subfam","LTR/ERV1",2.832991
"764","chr10","+",3179857,"subfam","LTR/ERV1",3.179857
"765","chr10","-",3105838,"subfam","LTR/ERV1",3.105838
"766","chr11","+",3397185,"subfam","LTR/ERV1",3.397185
"767","chr11","-",3198995,"subfam","LTR/ERV1",3.198995
"768","chr12","+",3427951,"subfam","LTR/ERV1",3.427951
"769","chr12","-",3389315,"subfam","LTR/ERV1",3.389315
"770","chr13","+",3114479,"subfam","LTR/ERV1",3.114479
"771","chr13","-",3732107,"subfam","LTR/ERV1",3.732107
"772","chr14","+",2854063,"subfam","LTR/ERV1",2.854063
"773","chr14","-",2919967,"subfam","LTR/ERV1",2.919967
"774","chr15","+",1752604,"subfam","LTR/ERV1",1.752604
"775","chr15","-",2472722,"subfam","LTR/ERV1",2.472722
"776","chr16","+",1872258,"subfam","LTR/ERV1",1.872258
"777","chr16","-",1811537,"subfam","LTR/ERV1",1.811537
"778","chr17","+",1532834,"subfam","LTR/ERV1",1.532834
"779","chr17","-",1506507,"subfam","LTR/ERV1",1.506507
"780","chr18","+",1987561,"subfam","LTR/ERV1",1.987561
"781","chr18","-",1771109,"subfam","LTR/ERV1",1.771109
"782","chr19","+",2467928,"subfam","LTR/ERV1",2.467928
"783","chr19","-",2497379,"subfam","LTR/ERV1",2.497379
"784","chr20","+",1182048,"subfam","LTR/ERV1",1.182048
"785","chr20","-",1368714,"subfam","LTR/ERV1",1.368714
"786","chr21","+",1390331,"subfam","LTR/ERV1",1.390331
"787","chr21","-",1636752,"subfam","LTR/ERV1",1.636752
"788","chr22","+",1144076,"subfam","LTR/ERV1",1.144076
"789","chr22","-",1240153,"subfam","LTR/ERV1",1.240153
"790","chrX","+",5309141,"subfam","LTR/ERV1",5.309141
"791","chrX","-",5855309,"subfam","LTR/ERV1",5.855309
"792","chrY","+",2375223,"subfam","LTR/ERV1",2.375223
"793","chrY","-",2698770,"subfam","LTR/ERV1",2.69877
"794","chr1","+",6208509,"subfam","LTR/ERVL-MaLR",6.208509
"795","chr1","-",6140121,"subfam","LTR/ERVL-MaLR",6.140121
"796","chr2","+",7060421,"subfam","LTR/ERVL-MaLR",7.060421
"797","chr2","-",7188570,"subfam","LTR/ERVL-MaLR",7.18857
"798","chr3","+",5903047,"subfam","LTR/ERVL-MaLR",5.903047
"799","chr3","-",6045046,"subfam","LTR/ERVL-MaLR",6.045046
"800","chr4","+",6531514,"subfam","LTR/ERVL-MaLR",6.531514
"801","chr4","-",6414225,"subfam","LTR/ERVL-MaLR",6.414225
"802","chr5","+",5908496,"subfam","LTR/ERVL-MaLR",5.908496
"803","chr5","-",5859183,"subfam","LTR/ERVL-MaLR",5.859183
"804","chr6","+",4988266,"subfam","LTR/ERVL-MaLR",4.988266
"805","chr6","-",4749030,"subfam","LTR/ERVL-MaLR",4.74903
"806","chr7","+",4338097,"subfam","LTR/ERVL-MaLR",4.338097
"807","chr7","-",3995303,"subfam","LTR/ERVL-MaLR",3.995303
"808","chr8","+",4511547,"subfam","LTR/ERVL-MaLR",4.511547
"809","chr8","-",4468857,"subfam","LTR/ERVL-MaLR",4.468857
"810","chr9","+",3502612,"subfam","LTR/ERVL-MaLR",3.502612
"811","chr9","-",3590405,"subfam","LTR/ERVL-MaLR",3.590405
"812","chr10","+",3535609,"subfam","LTR/ERVL-MaLR",3.535609
"813","chr10","-",3478101,"subfam","LTR/ERVL-MaLR",3.478101
"814","chr11","+",3726882,"subfam","LTR/ERVL-MaLR",3.726882
"815","chr11","-",3739114,"subfam","LTR/ERVL-MaLR",3.739114
"816","chr12","+",4056313,"subfam","LTR/ERVL-MaLR",4.056313
"817","chr12","-",4182705,"subfam","LTR/ERVL-MaLR",4.182705
"818","chr13","+",3194328,"subfam","LTR/ERVL-MaLR",3.194328
"819","chr13","-",3169312,"subfam","LTR/ERVL-MaLR",3.169312
"820","chr14","+",2932778,"subfam","LTR/ERVL-MaLR",2.932778
"821","chr14","-",2938817,"subfam","LTR/ERVL-MaLR",2.938817
"822","chr15","+",1982409,"subfam","LTR/ERVL-MaLR",1.982409
"823","chr15","-",1999426,"subfam","LTR/ERVL-MaLR",1.999426
"824","chr16","+",2396482,"subfam","LTR/ERVL-MaLR",2.396482
"825","chr16","-",2665789,"subfam","LTR/ERVL-MaLR",2.665789
"826","chr17","+",1844485,"subfam","LTR/ERVL-MaLR",1.844485
"827","chr17","-",1754930,"subfam","LTR/ERVL-MaLR",1.75493
"828","chr18","+",2159542,"subfam","LTR/ERVL-MaLR",2.159542
"829","chr18","-",2163246,"subfam","LTR/ERVL-MaLR",2.163246
"830","chr19","+",1244790,"subfam","LTR/ERVL-MaLR",1.24479
"831","chr19","-",1293386,"subfam","LTR/ERVL-MaLR",1.293386
"832","chr20","+",1978706,"subfam","LTR/ERVL-MaLR",1.978706
"833","chr20","-",2196539,"subfam","LTR/ERVL-MaLR",2.196539
"834","chr21","+",1535510,"subfam","LTR/ERVL-MaLR",1.53551
"835","chr21","-",1487583,"subfam","LTR/ERVL-MaLR",1.487583
"836","chr22","+",984144,"subfam","LTR/ERVL-MaLR",0.984144
"837","chr22","-",1024924,"subfam","LTR/ERVL-MaLR",1.024924
"838","chrX","+",4897258,"subfam","LTR/ERVL-MaLR",4.897258
"839","chrX","-",5051229,"subfam","LTR/ERVL-MaLR",5.051229
"840","chrY","+",645834,"subfam","LTR/ERVL-MaLR",0.645834
"841","chrY","-",646860,"subfam","LTR/ERVL-MaLR",0.64686
"842","chr1","+",15288943,"subfam","SINE/Alu",15.288943
"843","chr1","-",15280177,"subfam","SINE/Alu",15.280177
"844","chr2","+",12670364,"subfam","SINE/Alu",12.670364
"845","chr2","-",12560555,"subfam","SINE/Alu",12.560555
"846","chr3","+",10018914,"subfam","SINE/Alu",10.018914
"847","chr3","-",10029791,"subfam","SINE/Alu",10.029791
"848","chr4","+",8191695,"subfam","SINE/Alu",8.191695
"849","chr4","-",8259047,"subfam","SINE/Alu",8.259047
"850","chr5","+",8594697,"subfam","SINE/Alu",8.594697
"851","chr5","-",8637782,"subfam","SINE/Alu",8.637782
"852","chr6","+",8767163,"subfam","SINE/Alu",8.767163
"853","chr6","-",8750482,"subfam","SINE/Alu",8.750482
"854","chr7","+",10338611,"subfam","SINE/Alu",10.338611
"855","chr7","-",10463247,"subfam","SINE/Alu",10.463247
"856","chr8","+",7393289,"subfam","SINE/Alu",7.393289
"857","chr8","-",7413763,"subfam","SINE/Alu",7.413763
"858","chr9","+",7189913,"subfam","SINE/Alu",7.189913
"859","chr9","-",7199457,"subfam","SINE/Alu",7.199457
"860","chr10","+",8279283,"subfam","SINE/Alu",8.279283
"861","chr10","-",8233052,"subfam","SINE/Alu",8.233052
"862","chr11","+",7244079,"subfam","SINE/Alu",7.244079
"863","chr11","-",7118289,"subfam","SINE/Alu",7.118289
"864","chr12","+",8730764,"subfam","SINE/Alu",8.730764
"865","chr12","-",8757037,"subfam","SINE/Alu",8.757037
"866","chr13","+",4798125,"subfam","SINE/Alu",4.798125
"867","chr13","-",5007172,"subfam","SINE/Alu",5.007172
"868","chr14","+",5762810,"subfam","SINE/Alu",5.76281
"869","chr14","-",5810780,"subfam","SINE/Alu",5.81078
"870","chr15","+",6134565,"subfam","SINE/Alu",6.134565
"871","chr15","-",6187014,"subfam","SINE/Alu",6.187014
"872","chr16","+",7757301,"subfam","SINE/Alu",7.757301
"873","chr16","-",7666943,"subfam","SINE/Alu",7.666943
"874","chr17","+",8526607,"subfam","SINE/Alu",8.526607
"875","chr17","-",8421765,"subfam","SINE/Alu",8.421765
"876","chr18","+",3650394,"subfam","SINE/Alu",3.650394
"877","chr18","-",3689408,"subfam","SINE/Alu",3.689408
"878","chr19","+",8350936,"subfam","SINE/Alu",8.350936
"879","chr19","-",8489048,"subfam","SINE/Alu",8.489048
"880","chr20","+",4332299,"subfam","SINE/Alu",4.332299
"881","chr20","-",4353155,"subfam","SINE/Alu",4.353155
"882","chr21","+",2228177,"subfam","SINE/Alu",2.228177
"883","chr21","-",2355920,"subfam","SINE/Alu",2.35592
"884","chr22","+",3940062,"subfam","SINE/Alu",3.940062
"885","chr22","-",3973777,"subfam","SINE/Alu",3.973777
"886","chrX","+",7064247,"subfam","SINE/Alu",7.064247
"887","chrX","-",7022402,"subfam","SINE/Alu",7.022402
